"MESH_TYPE"	"MESH_SOURCE_CODE"	"MESH_SOURCE_NAME"	"RECORD_COUNT"	"RECORD_TYPE"
"CONDITION"	"D007412"	"Intestinal Fistula"	3454	"DISTINCT PERSON"
"CONDITION"	"D017092"	"Porphyria, Erythropoietic"	179	"DISTINCT PERSON"
"CONDITION"	"D008708"	"Methemoglobinemia"	123	"DISTINCT PERSON"
"CONDITION"	"D037061"	"Metatarsalgia"	52343	"DISTINCT PERSON"
"CONDITION"	"D011236"	"Prediabetic State"	279091	"DISTINCT PERSON"
"CONDITION"	"D018459"	"Lichen Sclerosus et Atrophicus"	14052	"DISTINCT PERSON"
"CONDITION"	"D024821"	"Metabolic Syndrome"	80515	"DISTINCT PERSON"
"CONDITION"	"D020047"	"Rectocele"	16737	"DISTINCT PERSON"
"CONDITION"	"D009182"	"Mycosis Fungoides"	1121	"DISTINCT PERSON"
"CONDITION"	"D000081030"	"Myotoxicity"	106	"DISTINCT PERSON"
"CONDITION"	"D043183"	"Irritable Bowel Syndrome"	105462	"DISTINCT PERSON"
"CONDITION"	"D061686"	"Premature Ejaculation"	4927	"DISTINCT PERSON"
"CONDITION"	"D004617"	"Embolism"	135	"DISTINCT PERSON"
"CONDITION"	"D055732"	"Pulmonary Aspergillosis"	311	"DISTINCT PERSON"
"CONDITION"	"D056660"	"Hereditary Autoinflammatory Diseases"	1861	"DISTINCT PERSON"
"CONDITION"	"D053158"	"Nocturia"	88012	"DISTINCT PERSON"
"CONDITION"	"D011565"	"Psoriasis"	91899	"DISTINCT PERSON"
"CONDITION"	"D059607"	"Polydipsia, Psychogenic"	13068	"DISTINCT PERSON"
"CONDITION"	"D015576"	"Hyperostosis"	6551	"DISTINCT PERSON"
"CONDITION"	"D007035"	"Hypothermia"	1457	"DISTINCT PERSON"
"CONDITION"	"D012640"	"Seizures"	94169	"DISTINCT PERSON"
"CONDITION"	"D010182"	"Pancreatic Diseases"	17505	"DISTINCT PERSON"
"CONDITION"	"D010845"	"Obesity Hypoventilation Syndrome"	7652	"DISTINCT PERSON"
"CONDITION"	"D020433"	"Trigeminal Nerve Diseases"	2300	"DISTINCT PERSON"
"CONDITION"	"D009058"	"Mouth Breathing"	7527	"DISTINCT PERSON"
"CONDITION"	"D010538"	"Peritonitis"	5389	"DISTINCT PERSON"
"CONDITION"	"D011185"	"Postpericardiotomy Syndrome"	160	"DISTINCT PERSON"
"CONDITION"	"C536650"	"Penoscrotal transposition"	209	"DISTINCT PERSON"
"CONDITION"	"D009497"	"Neurotic Disorders"	4701	"DISTINCT PERSON"
"CONDITION"	"D016491"	"Peripheral Vascular Diseases"	68953	"DISTINCT PERSON"
"CONDITION"	"D008169"	"Lung Abscess"	550	"DISTINCT PERSON"
"CONDITION"	"D000039"	"Peritonsillar Abscess"	8260	"DISTINCT PERSON"
"CONDITION"	"D007669"	"Kidney Calculi"	224955	"DISTINCT PERSON"
"CONDITION"	"D014095"	"Tooth, Impacted"	38377	"DISTINCT PERSON"
"CONDITION"	"C562565"	"Uterine Anomalies"	1269	"DISTINCT PERSON"
"CONDITION"	"D016472"	"Motor Neuron Disease"	794	"DISTINCT PERSON"
"CONDITION"	"D008105"	"Liver Cirrhosis, Biliary"	876	"DISTINCT PERSON"
"CONDITION"	"D000069290"	"Incisional Hernia"	15769	"DISTINCT PERSON"
"CONDITION"	"D009879"	"Ophthalmia, Sympathetic"	675	"DISTINCT PERSON"
"CONDITION"	"D017253"	"Neurofibromatoses"	2646	"DISTINCT PERSON"
"CONDITION"	"D020967"	"Myotonic Disorders"	201	"DISTINCT PERSON"
"CONDITION"	"D055622"	"Orbital Myositis"	218	"DISTINCT PERSON"
"CONDITION"	"D015673"	"Fatigue Syndrome, Chronic"	131789	"DISTINCT PERSON"
"CONDITION"	"D007759"	"Labyrinth Diseases"	7181	"DISTINCT PERSON"
"CONDITION"	"D009135"	"Muscular Diseases"	37950	"DISTINCT PERSON"
"CONDITION"	"C562733"	"Fundus Albipunctatus"	3340	"DISTINCT PERSON"
"CONDITION"	"D007251"	"Influenza, Human"	366	"DISTINCT PERSON"
"CONDITION"	"D008337"	"Mandibular Fractures"	459	"DISTINCT PERSON"
"CONDITION"	"D055009"	"Spondylosis"	13305	"DISTINCT PERSON"
"CONDITION"	"D007713"	"Klinefelter Syndrome"	388	"DISTINCT PERSON"
"CONDITION"	"D009069"	"Movement Disorders"	7445	"DISTINCT PERSON"
"CONDITION"	"D007945"	"Leukemia, Lymphoid"	4218	"DISTINCT PERSON"
"CONDITION"	"D010921"	"Placenta Accreta"	452	"DISTINCT PERSON"
"CONDITION"	"D011559"	"Pseudotumor Cerebri"	11664	"DISTINCT PERSON"
"CONDITION"	"D010608"	"Pharyngeal Diseases"	13795	"DISTINCT PERSON"
"CONDITION"	"C562557"	"Polythelia, Familial"	1384	"DISTINCT PERSON"
"CONDITION"	"D006331"	"Heart Diseases"	35519	"DISTINCT PERSON"
"CONDITION"	"D008047"	"Lip Diseases"	41496	"DISTINCT PERSON"
"CONDITION"	"D016393"	"Lymphoma, B-Cell"	3362	"DISTINCT PERSON"
"CONDITION"	"D008883"	"Miliaria"	772	"DISTINCT PERSON"
"CONDITION"	"C562600"	"Lactase Deficiency, Congenital"	272	"DISTINCT PERSON"
"CONDITION"	"D010001"	"Osteitis Deformans"	610	"DISTINCT PERSON"
"CONDITION"	"D017246"	"Ophthalmoplegia, Chronic Progressive External"	153	"DISTINCT PERSON"
"CONDITION"	"D009056"	"Mouth Abnormalities"	1139	"DISTINCT PERSON"
"CONDITION"	"D007589"	"Job Syndrome"	806	"DISTINCT PERSON"
"CONDITION"	"D013683"	"Telangiectasia, Hereditary Hemorrhagic"	1727	"DISTINCT PERSON"
"CONDITION"	"D009471"	"Neuromyelitis Optica"	886	"DISTINCT PERSON"
"CONDITION"	"D009136"	"Muscular Dystrophies"	2238	"DISTINCT PERSON"
"CONDITION"	"D011262"	"Pregnancy Trimester, Second"	154244	"DISTINCT PERSON"
"CONDITION"	"D008180"	"Lupus Erythematosus, Systemic"	39065	"DISTINCT PERSON"
"CONDITION"	"D009181"	"Mycoses"	5478	"DISTINCT PERSON"
"CONDITION"	"D012514"	"Sarcoma, Kaposi"	280	"DISTINCT PERSON"
"CONDITION"	"D009394"	"Nephritis, Hereditary"	615	"DISTINCT PERSON"
"CONDITION"	"D019838"	"Neck Injuries"	50783	"DISTINCT PERSON"
"CONDITION"	"D007938"	"Leukemia"	2201	"DISTINCT PERSON"
"CONDITION"	"D014063"	"Tongue, Fissured"	214	"DISTINCT PERSON"
"CONDITION"	"D020803"	"Encephalitis, Herpes Simplex"	266	"DISTINCT PERSON"
"CONDITION"	"D012818"	"Signs and Symptoms, Respiratory"	657	"DISTINCT PERSON"
"CONDITION"	"D007637"	"Keratoconjunctivitis"	4447	"DISTINCT PERSON"
"CONDITION"	"D009869"	"Oophoritis"	274	"DISTINCT PERSON"
"CONDITION"	"D011696"	"Purpura, Thrombocytopenic"	191	"DISTINCT PERSON"
"CONDITION"	"D051298"	"Post-Traumatic Headache"	13431	"DISTINCT PERSON"
"CONDITION"	"D007876"	"Legionellosis"	410	"DISTINCT PERSON"
"CONDITION"	"D007169"	"Impetigo"	80059	"DISTINCT PERSON"
"CONDITION"	"D014549"	"Urinary Incontinence"	55168	"DISTINCT PERSON"
"CONDITION"	"D011024"	"Pneumonia, Viral"	4591	"DISTINCT PERSON"
"CONDITION"	"D011023"	"Pneumonia, Staphylococcal"	243	"DISTINCT PERSON"
"CONDITION"	"D014522"	"Urethral Diseases"	5510	"DISTINCT PERSON"
"CONDITION"	"D009083"	"Mucopolysaccharidoses"	170	"DISTINCT PERSON"
"CONDITION"	"D011008"	"Pneumococcal Infections"	793	"DISTINCT PERSON"
"CONDITION"	"D011261"	"Pregnancy Trimester, First"	156151	"DISTINCT PERSON"
"CONDITION"	"D017044"	"Polycystic Kidney, Autosomal Recessive"	217	"DISTINCT PERSON"
"CONDITION"	"D009896"	"Optic Atrophy"	8355	"DISTINCT PERSON"
"CONDITION"	"D011552"	"Pseudomonas Infections"	3368	"DISTINCT PERSON"
"CONDITION"	"D051359"	"Lymphohistiocytosis, Hemophagocytic"	294	"DISTINCT PERSON"
"CONDITION"	"D011273"	"Pregnancy, Prolonged"	37221	"DISTINCT PERSON"
"CONDITION"	"D007871"	"Leg Ulcer"	4206	"DISTINCT PERSON"
"CONDITION"	"D014802"	"Vitamin A Deficiency"	2527	"DISTINCT PERSON"
"CONDITION"	"D009765"	"Obesity"	1107596	"DISTINCT PERSON"
"CONDITION"	"D020752"	"Neurocutaneous Syndromes"	1908	"DISTINCT PERSON"
"CONDITION"	"D002546"	"Ischemic Attack, Transient"	35621	"DISTINCT PERSON"
"CONDITION"	"D010035"	"Otitis Media, Suppurative"	39412	"DISTINCT PERSON"
"CONDITION"	"D030361"	"Papillomavirus Infections"	22362	"DISTINCT PERSON"
"CONDITION"	"D009260"	"Nail Diseases"	39877	"DISTINCT PERSON"
"CONDITION"	"D020187"	"REM Sleep Behavior Disorder"	3378	"DISTINCT PERSON"
"CONDITION"	"D019214"	"Gingival Overgrowth"	511	"DISTINCT PERSON"
"CONDITION"	"D009072"	"Moyamoya Disease"	652	"DISTINCT PERSON"
"CONDITION"	"D010437"	"Peptic Ulcer"	12928	"DISTINCT PERSON"
"CONDITION"	"D006086"	"Graft vs Host Disease"	1380	"DISTINCT PERSON"
"CONDITION"	"D017093"	"Liver Failure"	8020	"DISTINCT PERSON"
"CONDITION"	"C537358"	"Methylmalonic acidemia"	249	"DISTINCT PERSON"
"CONDITION"	"D013262"	"Stevens-Johnson Syndrome"	661	"DISTINCT PERSON"
"CONDITION"	"D008100"	"Liver Abscess"	1128	"DISTINCT PERSON"
"CONDITION"	"D018908"	"Muscle Weakness"	206008	"DISTINCT PERSON"
"CONDITION"	"C535908"	"Marcus Gunn phenomenon"	120	"DISTINCT PERSON"
"CONDITION"	"C536330"	"Polycystic liver disease"	1960	"DISTINCT PERSON"
"CONDITION"	"D017511"	"Pyoderma Gangrenosum"	840	"DISTINCT PERSON"
"CONDITION"	"D011111"	"Polymyalgia Rheumatica"	6882	"DISTINCT PERSON"
"CONDITION"	"D011274"	"Pregnancy, Tubal"	3463	"DISTINCT PERSON"
"CONDITION"	"D006521"	"Hepatitis, Chronic"	2671	"DISTINCT PERSON"
"CONDITION"	"D009422"	"Nervous System Diseases"	9971	"DISTINCT PERSON"
"CONDITION"	"D010211"	"Papilledema"	6421	"DISTINCT PERSON"
"CONDITION"	"D009133"	"Muscular Atrophy"	23490	"DISTINCT PERSON"
"CONDITION"	"D007979"	"Levocardia"	444	"DISTINCT PERSON"
"CONDITION"	"D020370"	"Osteoarthritis, Knee"	400120	"DISTINCT PERSON"
"CONDITION"	"D000080344"	"Optic Nerve Hypoplasia"	1528	"DISTINCT PERSON"
"CONDITION"	"D010192"	"Pancreatic Pseudocyst"	1939	"DISTINCT PERSON"
"CONDITION"	"D066166"	"Pectus Carinatum"	2511	"DISTINCT PERSON"
"CONDITION"	"D013920"	"Thrombocythemia, Essential"	26124	"DISTINCT PERSON"
"CONDITION"	"D010292"	"Paresthesia"	235253	"DISTINCT PERSON"
"CONDITION"	"D063806"	"Myalgia"	371888	"DISTINCT PERSON"
"CONDITION"	"D059285"	"Pregnancy, Twin"	5425	"DISTINCT PERSON"
"CONDITION"	"D018442"	"Lymphoma, B-Cell, Marginal Zone"	1204	"DISTINCT PERSON"
"CONDITION"	"D009404"	"Nephrotic Syndrome"	3616	"DISTINCT PERSON"
"CONDITION"	"D013163"	"Splenomegaly"	26582	"DISTINCT PERSON"
"CONDITION"	"D020184"	"Night Terrors"	3568	"DISTINCT PERSON"
"CONDITION"	"D010322"	"Parvoviridae Infections"	136	"DISTINCT PERSON"
"CONDITION"	"D008202"	"Lymphangioma"	1806	"DISTINCT PERSON"
"CONDITION"	"D014103"	"Torticollis"	38245	"DISTINCT PERSON"
"CONDITION"	"D005141"	"Eyelid Diseases"	14314	"DISTINCT PERSON"
"CONDITION"	"C536774"	"Syphilis, tertiary"	191	"DISTINCT PERSON"
"CONDITION"	"D007972"	"Leukoplakia, Oral"	4921	"DISTINCT PERSON"
"CONDITION"	"D010040"	"Otosclerosis"	2457	"DISTINCT PERSON"
"CONDITION"	"D013086"	"Spermatic Cord Torsion"	1995	"DISTINCT PERSON"
"CONDITION"	"D013592"	"Syphilis, Latent"	2318	"DISTINCT PERSON"
"CONDITION"	"D017563"	"Lung Diseases, Interstitial"	10858	"DISTINCT PERSON"
"CONDITION"	"D044343"	"Overnutrition"	732	"DISTINCT PERSON"
"CONDITION"	"D011030"	"Pneumothorax"	13386	"DISTINCT PERSON"
"CONDITION"	"D012142"	"Respiratory Tract Neoplasms"	1151	"DISTINCT PERSON"
"CONDITION"	"D014848"	"Vulvovaginitis"	6857	"DISTINCT PERSON"
"CONDITION"	"D009798"	"Ocular Hypertension"	51020	"DISTINCT PERSON"
"CONDITION"	"D011649"	"Pulmonary Alveolar Proteinosis"	108	"DISTINCT PERSON"
"CONDITION"	"D016463"	"Sweet Syndrome"	383	"DISTINCT PERSON"
"CONDITION"	"D017562"	"Postcholecystectomy Syndrome"	1815	"DISTINCT PERSON"
"CONDITION"	"D000081029"	"Pulmonary Arterial Hypertension"	5561	"DISTINCT PERSON"
"CONDITION"	"D011711"	"Pyoderma"	5682	"DISTINCT PERSON"
"CONDITION"	"D001523"	"Mental Disorders"	12056	"DISTINCT PERSON"
"CONDITION"	"D018633"	"Pulmonary Atresia"	813	"DISTINCT PERSON"
"CONDITION"	"D008551"	"Melena"	102022	"DISTINCT PERSON"
"CONDITION"	"D010013"	"Osteogenesis Imperfecta"	983	"DISTINCT PERSON"
"CONDITION"	"D018917"	"Optic Neuropathy, Ischemic"	2999	"DISTINCT PERSON"
"CONDITION"	"D008640"	"Mesenteric Lymphadenitis"	6107	"DISTINCT PERSON"
"CONDITION"	"D010688"	"Phimosis"	19122	"DISTINCT PERSON"
"CONDITION"	"D053717"	"Pneumonia, Ventilator-Associated"	444	"DISTINCT PERSON"
"CONDITION"	"D010300"	"Parkinson Disease"	9353	"DISTINCT PERSON"
"CONDITION"	"D058499"	"Retinal Dystrophies"	4927	"DISTINCT PERSON"
"CONDITION"	"D020275"	"Guillain-Barre Syndrome"	2087	"DISTINCT PERSON"
"CONDITION"	"D020417"	"Nystagmus, Congenital"	2902	"DISTINCT PERSON"
"CONDITION"	"D010922"	"Placenta Diseases"	13611	"DISTINCT PERSON"
"CONDITION"	"D007011"	"Hypoparathyroidism"	3636	"DISTINCT PERSON"
"CONDITION"	"D020391"	"Muscular Dystrophy, Facioscapulohumeral"	253	"DISTINCT PERSON"
"CONDITION"	"D009041"	"Motion Sickness"	11736	"DISTINCT PERSON"
"CONDITION"	"D040701"	"Stress Disorders, Traumatic, Acute"	94626	"DISTINCT PERSON"
"CONDITION"	"D008477"	"Mediastinal Diseases"	3120	"DISTINCT PERSON"
"CONDITION"	"D008271"	"Mycetoma"	161	"DISTINCT PERSON"
"CONDITION"	"D008382"	"Marfan Syndrome"	2266	"DISTINCT PERSON"
"CONDITION"	"D057896"	"Striae Distensae"	5947	"DISTINCT PERSON"
"CONDITION"	"D013203"	"Staphylococcal Infections"	10862	"DISTINCT PERSON"
"CONDITION"	"D011271"	"Pregnancy, Ectopic"	5059	"DISTINCT PERSON"
"CONDITION"	"D012600"	"Scoliosis"	69250	"DISTINCT PERSON"
"CONDITION"	"D020896"	"Hypovolemia"	22106	"DISTINCT PERSON"
"CONDITION"	"D015207"	"Osteoarthritis, Hip"	111431	"DISTINCT PERSON"
"CONDITION"	"D051302"	"Paroxysmal Hemicrania"	1065	"DISTINCT PERSON"
"CONDITION"	"D010409"	"Penile Diseases"	27219	"DISTINCT PERSON"
"CONDITION"	"D017240"	"Mitochondrial Myopathies"	394	"DISTINCT PERSON"
"CONDITION"	"D010267"	"Parapsoriasis"	430	"DISTINCT PERSON"
"CONDITION"	"D010014"	"Osteolysis"	1470	"DISTINCT PERSON"
"CONDITION"	"D011019"	"Pneumonia, Mycoplasma"	7768	"DISTINCT PERSON"
"CONDITION"	"D011469"	"Prostatic Diseases"	14566	"DISTINCT PERSON"
"CONDITION"	"D014008"	"Tinea Pedis"	92973	"DISTINCT PERSON"
"CONDITION"	"D031222"	"Patellar Dislocation"	8802	"DISTINCT PERSON"
"CONDITION"	"D047728"	"Myopia, Degenerative"	16076	"DISTINCT PERSON"
"CONDITION"	"D012257"	"Riboflavin Deficiency"	593	"DISTINCT PERSON"
"CONDITION"	"D010264"	"Paraplegia"	4789	"DISTINCT PERSON"
"CONDITION"	"D009901"	"Optic Nerve Diseases"	7159	"DISTINCT PERSON"
"CONDITION"	"C536523"	"Vagina, absence of"	188	"DISTINCT PERSON"
"CONDITION"	"D009807"	"Odontogenic Cysts"	2952	"DISTINCT PERSON"
"CONDITION"	"D011536"	"Prurigo"	217679	"DISTINCT PERSON"
"CONDITION"	"D008478"	"Mediastinal Emphysema"	3046	"DISTINCT PERSON"
"CONDITION"	"D006322"	"Heart Aneurysm"	1921	"DISTINCT PERSON"
"CONDITION"	"D018879"	"Ventricular Premature Complexes"	79091	"DISTINCT PERSON"
"CONDITION"	"D017880"	"Limb Deformities, Congenital"	507	"DISTINCT PERSON"
"CONDITION"	"D000292"	"Pelvic Inflammatory Disease"	9288	"DISTINCT PERSON"
"CONDITION"	"D014277"	"Trigeminal Neuralgia"	13784	"DISTINCT PERSON"
"CONDITION"	"D014256"	"Trichotillomania"	4318	"DISTINCT PERSON"
"CONDITION"	"D009421"	"Nervous System Malformations"	1903	"DISTINCT PERSON"
"CONDITION"	"D011186"	"Postphlebitic Syndrome"	1993	"DISTINCT PERSON"
"CONDITION"	"D019106"	"Postoperative Hemorrhage"	261	"DISTINCT PERSON"
"CONDITION"	"D017213"	"Root Caries"	581	"DISTINCT PERSON"
"CONDITION"	"D009916"	"Orbital Diseases"	1532	"DISTINCT PERSON"
"CONDITION"	"D012544"	"Scheuermann Disease"	1114	"DISTINCT PERSON"
"CONDITION"	"D013587"	"Syphilis"	8271	"DISTINCT PERSON"
"CONDITION"	"D012120"	"Respiration Disorders"	61353	"DISTINCT PERSON"
"CONDITION"	"D012167"	"Retinal Perforations"	208	"DISTINCT PERSON"
"CONDITION"	"D011782"	"Quadriplegia"	3750	"DISTINCT PERSON"
"CONDITION"	"D011218"	"Prader-Willi Syndrome"	260	"DISTINCT PERSON"
"CONDITION"	"D013622"	"Taeniasis"	106	"DISTINCT PERSON"
"CONDITION"	"D008881"	"Migraine Disorders"	302912	"DISTINCT PERSON"
"CONDITION"	"D011183"	"Postoperative Complications"	5508	"DISTINCT PERSON"
"CONDITION"	"D010272"	"Parasitic Diseases"	2044	"DISTINCT PERSON"
"CONDITION"	"D009205"	"Myocarditis"	1401	"DISTINCT PERSON"
"CONDITION"	"D020795"	"Photophobia"	1561	"DISTINCT PERSON"
"CONDITION"	"D011081"	"Polychondritis, Relapsing"	478	"DISTINCT PERSON"
"CONDITION"	"D006559"	"Pemphigoid Gestationis"	285	"DISTINCT PERSON"
"CONDITION"	"D065631"	"Rhinitis, Allergic"	1027447	"DISTINCT PERSON"
"CONDITION"	"D006417"	"Hematuria"	222041	"DISTINCT PERSON"
"CONDITION"	"D010390"	"Pemphigoid, Benign Mucous Membrane"	339	"DISTINCT PERSON"
"CONDITION"	"D017285"	"Polymyositis"	8824	"DISTINCT PERSON"
"CONDITION"	"D010262"	"Paraphilic Disorders"	273	"DISTINCT PERSON"
"CONDITION"	"D010024"	"Osteoporosis"	138456	"DISTINCT PERSON"
"CONDITION"	"D009059"	"Mouth Diseases"	274	"DISTINCT PERSON"
"CONDITION"	"D009190"	"Myelodysplastic Syndromes"	2116	"DISTINCT PERSON"
"CONDITION"	"D015868"	"Pars Planitis"	1171	"DISTINCT PERSON"
"CONDITION"	"D055953"	"Microscopic Polyangiitis"	302	"DISTINCT PERSON"
"CONDITION"	"D065227"	"Transfusion Reaction"	321	"DISTINCT PERSON"
"CONDITION"	"D013641"	"Tarsal Tunnel Syndrome"	10813	"DISTINCT PERSON"
"CONDITION"	"D012595"	"Scleroderma, Systemic"	4250	"DISTINCT PERSON"
"CONDITION"	"D015845"	"Tonic Pupil"	574	"DISTINCT PERSON"
"CONDITION"	"D008467"	"Meckel Diverticulum"	484	"DISTINCT PERSON"
"CONDITION"	"D011625"	"Pterygium"	8926	"DISTINCT PERSON"
"CONDITION"	"D010411"	"Penile Induration"	10298	"DISTINCT PERSON"
"CONDITION"	"D011317"	"Priapism"	1126	"DISTINCT PERSON"
"CONDITION"	"D009325"	"Nausea"	433796	"DISTINCT PERSON"
"CONDITION"	"D010900"	"Pituitary Diseases"	14601	"DISTINCT PERSON"
"CONDITION"	"D010493"	"Pericarditis"	331	"DISTINCT PERSON"
"CONDITION"	"D020277"	"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"	2445	"DISTINCT PERSON"
"CONDITION"	"D019048"	"Prostatic Intraepithelial Neoplasia"	1680	"DISTINCT PERSON"
"CONDITION"	"D014077"	"Tooth Erosion"	409	"DISTINCT PERSON"
"CONDITION"	"D011655"	"Pulmonary Embolism"	35507	"DISTINCT PERSON"
"CONDITION"	"D009220"	"Myositis"	36043	"DISTINCT PERSON"
"CONDITION"	"D013167"	"Spondylitis, Ankylosing"	15879	"DISTINCT PERSON"
"CONDITION"	"D018410"	"Pneumonia, Bacterial"	22162	"DISTINCT PERSON"
"CONDITION"	"D010483"	"Periapical Diseases"	626	"DISTINCT PERSON"
"CONDITION"	"D018980"	"Williams Syndrome"	323	"DISTINCT PERSON"
"CONDITION"	"D010019"	"Osteomyelitis"	11062	"DISTINCT PERSON"
"CONDITION"	"C563016"	"Pseudofolliculitis Barbae"	10593	"DISTINCT PERSON"
"CONDITION"	"D009101"	"Multiple Myeloma"	6603	"DISTINCT PERSON"
"CONDITION"	"D008107"	"Liver Diseases"	107088	"DISTINCT PERSON"
"CONDITION"	"D055370"	"Lung Injury"	274	"DISTINCT PERSON"
"CONDITION"	"D047748"	"Pituitary ACTH Hypersecretion"	871	"DISTINCT PERSON"
"CONDITION"	"D014402"	"Tuberous Sclerosis"	884	"DISTINCT PERSON"
"CONDITION"	"D001745"	"Urinary Bladder Diseases"	32685	"DISTINCT PERSON"
"CONDITION"	"D053206"	"Nocturnal Enuresis"	25491	"DISTINCT PERSON"
"CONDITION"	"D012164"	"Retinal Diseases"	14651	"DISTINCT PERSON"
"CONDITION"	"D006473"	"Postpartum Hemorrhage"	10339	"DISTINCT PERSON"
"CONDITION"	"D013118"	"Spinal Cord Diseases"	13677	"DISTINCT PERSON"
"CONDITION"	"D010032"	"Otitis Externa"	140379	"DISTINCT PERSON"
"CONDITION"	"D060725"	"Uterine Retroversion"	338	"DISTINCT PERSON"
"CONDITION"	"D019687"	"Uterine Inversion"	131	"DISTINCT PERSON"
"CONDITION"	"D056653"	"Rheumatoid Vasculitis"	532	"DISTINCT PERSON"
"CONDITION"	"D014126"	"Toxoplasmosis, Ocular"	154	"DISTINCT PERSON"
"CONDITION"	"D016750"	"Stiff-Person Syndrome"	358	"DISTINCT PERSON"
"CONDITION"	"D018566"	"Pregnancy, High-Risk"	161178	"DISTINCT PERSON"
"CONDITION"	"D019578"	"Multiple System Atrophy"	1358	"DISTINCT PERSON"
"CONDITION"	"D063192"	"Pregnancy, Heterotopic"	553	"DISTINCT PERSON"
"CONDITION"	"D011928"	"Raynaud Disease"	37164	"DISTINCT PERSON"
"CONDITION"	"D011604"	"Psychoses, Alcoholic"	183	"DISTINCT PERSON"
"CONDITION"	"D011263"	"Pregnancy Trimester, Third"	209935	"DISTINCT PERSON"
"CONDITION"	"D046248"	"Pyloric Stenosis, Hypertrophic"	522	"DISTINCT PERSON"
"CONDITION"	"D050032"	"Postpartum Thyroiditis"	609	"DISTINCT PERSON"
"CONDITION"	"D014811"	"Vitamin E Deficiency"	525	"DISTINCT PERSON"
"CONDITION"	"D006463"	"Hemolytic-Uremic Syndrome"	501	"DISTINCT PERSON"
"CONDITION"	"D011087"	"Polycythemia Vera"	6810	"DISTINCT PERSON"
"CONDITION"	"D015208"	"Smoke Inhalation Injury"	1118	"DISTINCT PERSON"
"CONDITION"	"D010263"	"Paraphimosis"	681	"DISTINCT PERSON"
"CONDITION"	"D011127"	"Polyps"	972	"DISTINCT PERSON"
"CONDITION"	"D012216"	"Rheumatic Diseases"	1604	"DISTINCT PERSON"
"CONDITION"	"D009335"	"Necrobiosis Lipoidica"	460	"DISTINCT PERSON"
"CONDITION"	"D017515"	"Pityriasis Rosea"	21545	"DISTINCT PERSON"
"CONDITION"	"D018761"	"Multiple Endocrine Neoplasia Type 1"	395	"DISTINCT PERSON"
"CONDITION"	"D014593"	"Uterine Inertia"	11547	"DISTINCT PERSON"
"CONDITION"	"D014719"	"Vesicovaginal Fistula"	320	"DISTINCT PERSON"
"CONDITION"	"D012805"	"Sickle Cell Trait"	11764	"DISTINCT PERSON"
"CONDITION"	"D009203"	"Myocardial Infarction"	3439	"DISTINCT PERSON"
"CONDITION"	"D012373"	"Rocky Mountain Spotted Fever"	1400	"DISTINCT PERSON"
"CONDITION"	"D006831"	"Polyhydramnios"	9441	"DISTINCT PERSON"
"CONDITION"	"D012585"	"Sciatica"	147936	"DISTINCT PERSON"
"CONDITION"	"D010033"	"Otitis Media"	575116	"DISTINCT PERSON"
"CONDITION"	"D011618"	"Psychotic Disorders"	18621	"DISTINCT PERSON"
"CONDITION"	"D011304"	"Presbycusis"	1457	"DISTINCT PERSON"
"CONDITION"	"D017118"	"Porphyria, Acute Intermittent"	171	"DISTINCT PERSON"
"CONDITION"	"D011629"	"Puberty, Precocious"	10458	"DISTINCT PERSON"
"CONDITION"	"D020338"	"Vestibular Neuronitis"	5241	"DISTINCT PERSON"
"CONDITION"	"D011778"	"Q Fever"	728	"DISTINCT PERSON"
"CONDITION"	"D009771"	"Obsessive-Compulsive Disorder"	45688	"DISTINCT PERSON"
"CONDITION"	"D038223"	"Post-Concussion Syndrome"	24589	"DISTINCT PERSON"
"CONDITION"	"D059407"	"Pinguecula"	28603	"DISTINCT PERSON"
"CONDITION"	"D050500"	"Pancreatitis, Chronic"	9685	"DISTINCT PERSON"
"CONDITION"	"D011602"	"Psychophysiologic Disorders"	8081	"DISTINCT PERSON"
"CONDITION"	"D009139"	"Musculoskeletal Abnormalities"	4478	"DISTINCT PERSON"
"CONDITION"	"D008305"	"Malignant Hyperthermia"	122	"DISTINCT PERSON"
"CONDITION"	"D008275"	"Magnesium Deficiency"	4598	"DISTINCT PERSON"
"CONDITION"	"D011000"	"Pleurodynia, Epidemic"	224	"DISTINCT PERSON"
"CONDITION"	"D014435"	"Typhoid Fever"	226	"DISTINCT PERSON"
"CONDITION"	"D053202"	"Urinary Incontinence, Urge"	36880	"DISTINCT PERSON"
"CONDITION"	"D015418"	"Optic Atrophies, Hereditary"	275	"DISTINCT PERSON"
"CONDITION"	"D031300"	"Retinal Vasculitis"	872	"DISTINCT PERSON"
"CONDITION"	"D058456"	"Retinal Telangiectasis"	840	"DISTINCT PERSON"
"CONDITION"	"D013290"	"Streptococcal Infections"	10488	"DISTINCT PERSON"
"CONDITION"	"D010391"	"Pemphigoid, Bullous"	200	"DISTINCT PERSON"
"CONDITION"	"D014652"	"Vascular Diseases"	1105	"DISTINCT PERSON"
"CONDITION"	"D013122"	"Spinal Diseases"	1007	"DISTINCT PERSON"
"CONDITION"	"D053608"	"Stupor"	4096	"DISTINCT PERSON"
"CONDITION"	"D011539"	"Pruritus Vulvae"	15401	"DISTINCT PERSON"
"CONDITION"	"D054437"	"Myelodysplastic-Myeloproliferative Diseases"	453	"DISTINCT PERSON"
