"MESH_TYPE"	"MESH_SOURCE_CODE"	"MESH_SOURCE_NAME"	"RECORD_COUNT"	"RECORD_TYPE"
"CONDITION"	"D014820"	"Vitiligo"	16954	"DISTINCT PERSON"
"CONDITION"	"D001763"	"Blepharoptosis"	23736	"DISTINCT PERSON"
"CONDITION"	"D015419"	"Spastic Paraplegia, Hereditary"	552	"DISTINCT PERSON"
"CONDITION"	"D059041"	"Plagiocephaly"	17288	"DISTINCT PERSON"
"CONDITION"	"D031221"	"Knee Dislocation"	2030	"DISTINCT PERSON"
"CONDITION"	"D009471"	"Neuromyelitis Optica"	696	"DISTINCT PERSON"
"CONDITION"	"D018410"	"Pneumonia, Bacterial"	30681	"DISTINCT PERSON"
"CONDITION"	"D016411"	"Lymphoma, T-Cell, Peripheral"	344	"DISTINCT PERSON"
"CONDITION"	"D007787"	"Lactose Intolerance"	18572	"DISTINCT PERSON"
"CONDITION"	"D063806"	"Myalgia"	449679	"DISTINCT PERSON"
"CONDITION"	"D005547"	"Foreign Bodies"	217	"DISTINCT PERSON"
"CONDITION"	"D001747"	"Urinary Bladder Fistula"	306	"DISTINCT PERSON"
"CONDITION"	"D005585"	"Influenza in Birds"	1426	"DISTINCT PERSON"
"CONDITION"	"D008209"	"Lymphedema"	26424	"DISTINCT PERSON"
"CONDITION"	"D013968"	"Thyroiditis, Subacute"	2318	"DISTINCT PERSON"
"CONDITION"	"D016532"	"Mucopolysaccharidosis II"	108	"DISTINCT PERSON"
"CONDITION"	"D003877"	"Dermatitis, Contact"	165312	"DISTINCT PERSON"
"CONDITION"	"D037061"	"Metatarsalgia"	57198	"DISTINCT PERSON"
"CONDITION"	"D005099"	"Exotropia"	8027	"DISTINCT PERSON"
"CONDITION"	"D006849"	"Hydrocephalus"	7185	"DISTINCT PERSON"
"CONDITION"	"D004401"	"Dysarthria"	8269	"DISTINCT PERSON"
"CONDITION"	"D013121"	"Spinal Curvatures"	17494	"DISTINCT PERSON"
"CONDITION"	"D000069279"	"Drug Resistant Epilepsy"	6079	"DISTINCT PERSON"
"CONDITION"	"D002037"	"Bundle-Branch Block"	618	"DISTINCT PERSON"
"CONDITION"	"D016142"	"Holoprosencephaly"	160	"DISTINCT PERSON"
"CONDITION"	"D008107"	"Liver Diseases"	124989	"DISTINCT PERSON"
"CONDITION"	"D007945"	"Leukemia, Lymphoid"	1620	"DISTINCT PERSON"
"CONDITION"	"D013920"	"Thrombocythemia, Essential"	20793	"DISTINCT PERSON"
"CONDITION"	"D012005"	"Rectal Prolapse"	3795	"DISTINCT PERSON"
"CONDITION"	"D006660"	"Histoplasmosis"	2863	"DISTINCT PERSON"
"CONDITION"	"D020217"	"Vertebral Artery Dissection"	1235	"DISTINCT PERSON"
"CONDITION"	"D009902"	"Optic Neuritis"	7087	"DISTINCT PERSON"
"CONDITION"	"D005414"	"Flatulence"	21438	"DISTINCT PERSON"
"CONDITION"	"D014607"	"Uveomeningoencephalitic Syndrome"	179	"DISTINCT PERSON"
"CONDITION"	"D004427"	"Ear Diseases"	30718	"DISTINCT PERSON"
"CONDITION"	"D007762"	"Labyrinthitis"	14602	"DISTINCT PERSON"
"CONDITION"	"D020215"	"Carotid Artery, Internal, Dissection"	1689	"DISTINCT PERSON"
"CONDITION"	"D008630"	"Mercury Poisoning"	206	"DISTINCT PERSON"
"CONDITION"	"D012818"	"Signs and Symptoms, Respiratory"	135	"DISTINCT PERSON"
"CONDITION"	"D054747"	"Histiocytic Sarcoma"	171	"DISTINCT PERSON"
"CONDITION"	"D013106"	"Sphingolipidoses"	231	"DISTINCT PERSON"
"CONDITION"	"D004382"	"Duodenitis"	36815	"DISTINCT PERSON"
"CONDITION"	"D009104"	"Multiple Trauma"	25738	"DISTINCT PERSON"
"CONDITION"	"D003586"	"Cytomegalovirus Infections"	2774	"DISTINCT PERSON"
"CONDITION"	"D020329"	"Essential Tremor"	26916	"DISTINCT PERSON"
"CONDITION"	"C562400"	"Hyperpigmentation of Eyelids"	293	"DISTINCT PERSON"
"CONDITION"	"D000740"	"Anemia"	522987	"DISTINCT PERSON"
"CONDITION"	"D018358"	"Neuroendocrine Tumors"	2544	"DISTINCT PERSON"
"CONDITION"	"D009920"	"Orchitis"	3824	"DISTINCT PERSON"
"CONDITION"	"D001480"	"Basal Ganglia Diseases"	947	"DISTINCT PERSON"
"CONDITION"	"D054877"	"Wolf-Hirschhorn Syndrome"	115	"DISTINCT PERSON"
"CONDITION"	"D008382"	"Marfan Syndrome"	2645	"DISTINCT PERSON"
"CONDITION"	"D008265"	"Macrostomia"	117	"DISTINCT PERSON"
"CONDITION"	"D015783"	"Aniridia"	215	"DISTINCT PERSON"
"CONDITION"	"D011565"	"Psoriasis"	89602	"DISTINCT PERSON"
"CONDITION"	"D015858"	"Anisometropia"	10652	"DISTINCT PERSON"
"CONDITION"	"D006942"	"Hypergammaglobulinemia"	1537	"DISTINCT PERSON"
"CONDITION"	"D006453"	"Hemoglobinopathies"	7728	"DISTINCT PERSON"
"CONDITION"	"D010022"	"Osteopetrosis"	808	"DISTINCT PERSON"
"CONDITION"	"D020821"	"Dystonic Disorders"	6580	"DISTINCT PERSON"
"CONDITION"	"C562404"	"Pulmonary Arteriovenous Fistulas"	209	"DISTINCT PERSON"
"CONDITION"	"D009263"	"Nails, Ingrown"	151387	"DISTINCT PERSON"
"CONDITION"	"D015845"	"Tonic Pupil"	586	"DISTINCT PERSON"
"CONDITION"	"D009879"	"Ophthalmia, Sympathetic"	796	"DISTINCT PERSON"
"CONDITION"	"D021865"	"Isosporiasis"	150	"DISTINCT PERSON"
"CONDITION"	"C562490"	"Cardiac Conduction Defect"	9467	"DISTINCT PERSON"
"CONDITION"	"D020324"	"Amnesia, Anterograde"	1409	"DISTINCT PERSON"
"CONDITION"	"D020338"	"Vestibular Neuronitis"	7300	"DISTINCT PERSON"
"CONDITION"	"D003665"	"Decompression Sickness"	119	"DISTINCT PERSON"
"CONDITION"	"D000856"	"Anorexia Nervosa"	3928	"DISTINCT PERSON"
"CONDITION"	"D000749"	"Anemia, Megaloblastic"	2921	"DISTINCT PERSON"
"CONDITION"	"C562487"	"Eosinophilic Fasciitis"	246	"DISTINCT PERSON"
"CONDITION"	"D001474"	"Bartonella Infections"	808	"DISTINCT PERSON"
"CONDITION"	"D017118"	"Porphyria, Acute Intermittent"	156	"DISTINCT PERSON"
"CONDITION"	"D011928"	"Raynaud Disease"	33739	"DISTINCT PERSON"
"CONDITION"	"D006228"	"Hand Deformities, Congenital"	605	"DISTINCT PERSON"
"CONDITION"	"D020019"	"Neurocysticercosis"	124	"DISTINCT PERSON"
"CONDITION"	"D004437"	"Ebstein Anomaly"	706	"DISTINCT PERSON"
"CONDITION"	"D002128"	"Calcium Metabolism Disorders"	8646	"DISTINCT PERSON"
"CONDITION"	"D015841"	"Enophthalmos"	240	"DISTINCT PERSON"
"CONDITION"	"D001249"	"Asthma"	87603	"DISTINCT PERSON"
"CONDITION"	"D012804"	"Sick Sinus Syndrome"	17290	"DISTINCT PERSON"
"CONDITION"	"C538175"	"Acquired ichthyosis"	1880	"DISTINCT PERSON"
"CONDITION"	"D012569"	"Schizotypal Personality Disorder"	350	"DISTINCT PERSON"
"CONDITION"	"D056806"	"Urea Cycle Disorders, Inborn"	2070	"DISTINCT PERSON"
"CONDITION"	"D005693"	"Galactosemias"	260	"DISTINCT PERSON"
"CONDITION"	"D015775"	"Fractures, Stress"	3080	"DISTINCT PERSON"
"CONDITION"	"D004886"	"Erysipelas"	1548	"DISTINCT PERSON"
"CONDITION"	"D013118"	"Spinal Cord Diseases"	12938	"DISTINCT PERSON"
"CONDITION"	"D009216"	"Myopia"	353567	"DISTINCT PERSON"
"CONDITION"	"D017689"	"Polydactyly"	524	"DISTINCT PERSON"
"CONDITION"	"D007964"	"Leukocytosis"	136160	"DISTINCT PERSON"
"CONDITION"	"D053039"	"Ureterolithiasis"	86385	"DISTINCT PERSON"
"CONDITION"	"D013167"	"Spondylitis, Ankylosing"	15558	"DISTINCT PERSON"
"CONDITION"	"D013280"	"Stomatitis"	77466	"DISTINCT PERSON"
"CONDITION"	"D055113"	"Chronic Periodontitis"	1189	"DISTINCT PERSON"
"CONDITION"	"D017563"	"Lung Diseases, Interstitial"	9878	"DISTINCT PERSON"
"CONDITION"	"D053684"	"De Quervain Disease"	34849	"DISTINCT PERSON"
"CONDITION"	"D003128"	"Coma"	9009	"DISTINCT PERSON"
"CONDITION"	"D000196"	"Actinomycosis"	1643	"DISTINCT PERSON"
"CONDITION"	"D001987"	"Bronchiectasis"	12302	"DISTINCT PERSON"
"CONDITION"	"D016472"	"Motor Neuron Disease"	921	"DISTINCT PERSON"
"CONDITION"	"D015868"	"Pars Planitis"	1132	"DISTINCT PERSON"
"CONDITION"	"D019957"	"Motor Skills Disorders"	18346	"DISTINCT PERSON"
"CONDITION"	"D010300"	"Parkinson Disease"	10569	"DISTINCT PERSON"
"CONDITION"	"D012164"	"Retinal Diseases"	13229	"DISTINCT PERSON"
"CONDITION"	"D053717"	"Pneumonia, Ventilator-Associated"	463	"DISTINCT PERSON"
"CONDITION"	"D005879"	"Tourette Syndrome"	6311	"DISTINCT PERSON"
"CONDITION"	"D018409"	"Foot Injuries"	82144	"DISTINCT PERSON"
"CONDITION"	"D001259"	"Ataxia"	12959	"DISTINCT PERSON"
"CONDITION"	"D007037"	"Hypothyroidism"	1202734	"DISTINCT PERSON"
"CONDITION"	"D001446"	"Balanitis"	1432	"DISTINCT PERSON"
"CONDITION"	"D006482"	"Hemorrhagic Fevers, Viral"	1786	"DISTINCT PERSON"
"CONDITION"	"D008286"	"Malabsorption Syndromes"	37344	"DISTINCT PERSON"
"CONDITION"	"D020431"	"Olfactory Nerve Diseases"	129	"DISTINCT PERSON"
"CONDITION"	"D010279"	"Parathyroid Diseases"	2927	"DISTINCT PERSON"
"CONDITION"	"D008228"	"Lymphoma, Non-Hodgkin"	16449	"DISTINCT PERSON"
"CONDITION"	"D000160"	"Vestibulocochlear Nerve Diseases"	1116	"DISTINCT PERSON"
"CONDITION"	"D006521"	"Hepatitis, Chronic"	4069	"DISTINCT PERSON"
"CONDITION"	"D020269"	"Alcoholic Neuropathy"	767	"DISTINCT PERSON"
"CONDITION"	"D029502"	"Anemia, Hypoplastic, Congenital"	454	"DISTINCT PERSON"
"CONDITION"	"D008881"	"Migraine Disorders"	335121	"DISTINCT PERSON"
"CONDITION"	"D010182"	"Pancreatic Diseases"	17739	"DISTINCT PERSON"
"CONDITION"	"D003874"	"Dermatitis Herpetiformis"	1616	"DISTINCT PERSON"
"CONDITION"	"D041761"	"Cholecystolithiasis"	105609	"DISTINCT PERSON"
"CONDITION"	"D014126"	"Toxoplasmosis, Ocular"	143	"DISTINCT PERSON"
"CONDITION"	"D012480"	"Salmonella Infections"	910	"DISTINCT PERSON"
"CONDITION"	"D019263"	"Dysthymic Disorder"	143349	"DISTINCT PERSON"
"CONDITION"	"D003093"	"Colitis, Ulcerative"	51327	"DISTINCT PERSON"
"CONDITION"	"D010292"	"Paresthesia"	224973	"DISTINCT PERSON"
"CONDITION"	"C538664"	"PICA syndrome"	142	"DISTINCT PERSON"
"CONDITION"	"C562750"	"Glaucoma, Primary Open Angle"	89592	"DISTINCT PERSON"
"CONDITION"	"D006467"	"Hemophilia A"	2331	"DISTINCT PERSON"
"CONDITION"	"D011842"	"Radicular Cyst"	1302	"DISTINCT PERSON"
"CONDITION"	"D001206"	"Ascorbic Acid Deficiency"	628	"DISTINCT PERSON"
"CONDITION"	"D006333"	"Heart Failure"	67258	"DISTINCT PERSON"
"CONDITION"	"D000844"	"Ankylosis"	474	"DISTINCT PERSON"
"CONDITION"	"D013145"	"Spirochaetales Infections"	159	"DISTINCT PERSON"
"CONDITION"	"D008924"	"Mite Infestations"	2685	"DISTINCT PERSON"
"CONDITION"	"D016135"	"Spinal Dysraphism"	3229	"DISTINCT PERSON"
"CONDITION"	"D003456"	"Cryptorchidism"	7681	"DISTINCT PERSON"
"CONDITION"	"D006359"	"Heat Exhaustion"	4774	"DISTINCT PERSON"
"CONDITION"	"D008440"	"Maxillary Fractures"	333	"DISTINCT PERSON"
"CONDITION"	"D005173"	"Factor XI Deficiency"	470	"DISTINCT PERSON"
"CONDITION"	"D000707"	"Anaphylaxis"	11586	"DISTINCT PERSON"
"CONDITION"	"D017439"	"Cicatrix, Hypertrophic"	52009	"DISTINCT PERSON"
"CONDITION"	"D020209"	"Cranial Nerve Injuries"	110	"DISTINCT PERSON"
"CONDITION"	"C535854"	"Heavy Metal Toxicity"	1140	"DISTINCT PERSON"
"CONDITION"	"D006566"	"Herpesviridae Infections"	90488	"DISTINCT PERSON"
"CONDITION"	"D000052"	"Acanthosis Nigricans"	24322	"DISTINCT PERSON"
"CONDITION"	"D002177"	"Candidiasis"	57374	"DISTINCT PERSON"
"CONDITION"	"D012163"	"Retinal Detachment"	4360	"DISTINCT PERSON"
"CONDITION"	"D001177"	"Arthropathy, Neurogenic"	1541	"DISTINCT PERSON"
"CONDITION"	"D019547"	"Neck Pain"	1029100	"DISTINCT PERSON"
"CONDITION"	"D000257"	"Adenoviridae Infections"	2943	"DISTINCT PERSON"
"CONDITION"	"D008415"	"Mastocytosis"	2024	"DISTINCT PERSON"
"CONDITION"	"D009404"	"Nephrotic Syndrome"	3875	"DISTINCT PERSON"
"CONDITION"	"D000425"	"Alcohol Amnestic Disorder"	182	"DISTINCT PERSON"
"CONDITION"	"D011472"	"Prostatitis"	23214	"DISTINCT PERSON"
"CONDITION"	"D055009"	"Spondylosis"	18603	"DISTINCT PERSON"
"CONDITION"	"D008068"	"Lipomatosis"	1552	"DISTINCT PERSON"
"CONDITION"	"D005162"	"Factitious Disorders"	1014	"DISTINCT PERSON"
"CONDITION"	"D053158"	"Nocturia"	90718	"DISTINCT PERSON"
"CONDITION"	"D008047"	"Lip Diseases"	33329	"DISTINCT PERSON"
"CONDITION"	"D012003"	"Rectal Fistula"	1641	"DISTINCT PERSON"
"CONDITION"	"D013683"	"Telangiectasia, Hereditary Hemorrhagic"	2492	"DISTINCT PERSON"
"CONDITION"	"D011304"	"Presbycusis"	1576	"DISTINCT PERSON"
"CONDITION"	"D004067"	"Digestive System Neoplasms"	10991	"DISTINCT PERSON"
"CONDITION"	"D017093"	"Liver Failure"	8649	"DISTINCT PERSON"
"CONDITION"	"D007732"	"Kwashiorkor"	325	"DISTINCT PERSON"
"CONDITION"	"D006548"	"Hernia, Diaphragmatic"	158698	"DISTINCT PERSON"
"CONDITION"	"D011023"	"Pneumonia, Staphylococcal"	363	"DISTINCT PERSON"
"CONDITION"	"D008417"	"Mastoiditis"	3613	"DISTINCT PERSON"
"CONDITION"	"D010198"	"Pancytopenia"	14568	"DISTINCT PERSON"
"CONDITION"	"D007766"	"Lacrimal Apparatus Diseases"	938	"DISTINCT PERSON"
"CONDITION"	"D001017"	"Aortic Coarctation"	3958	"DISTINCT PERSON"
"CONDITION"	"D053159"	"Dysuria"	584998	"DISTINCT PERSON"
"CONDITION"	"D005244"	"Fecal Impaction"	5677	"DISTINCT PERSON"
"CONDITION"	"D017759"	"Fractures, Malunited"	4803	"DISTINCT PERSON"
"CONDITION"	"D009223"	"Myotonic Dystrophy"	971	"DISTINCT PERSON"
"CONDITION"	"D013117"	"Spinal Cord Compression"	3933	"DISTINCT PERSON"
"CONDITION"	"D007943"	"Leukemia, Hairy Cell"	809	"DISTINCT PERSON"
"CONDITION"	"D020022"	"Genetic Predisposition to Disease"	19836	"DISTINCT PERSON"
"CONDITION"	"C536774"	"Syphilis, tertiary"	170	"DISTINCT PERSON"
"CONDITION"	"D016262"	"Postpoliomyelitis Syndrome"	647	"DISTINCT PERSON"
"CONDITION"	"D002613"	"Cheilitis"	1478	"DISTINCT PERSON"
"CONDITION"	"D057180"	"Frontotemporal Dementia"	663	"DISTINCT PERSON"
"CONDITION"	"D006559"	"Pemphigoid Gestationis"	305	"DISTINCT PERSON"
"CONDITION"	"D001167"	"Arteritis"	5880	"DISTINCT PERSON"
"CONDITION"	"C580500"	"Trisomy 18"	203	"DISTINCT PERSON"
"CONDITION"	"D013166"	"Spondylitis"	36848	"DISTINCT PERSON"
"CONDITION"	"D013345"	"Subarachnoid Hemorrhage"	5567	"DISTINCT PERSON"
"CONDITION"	"D012793"	"Sialadenitis"	17421	"DISTINCT PERSON"
"CONDITION"	"D005598"	"Fractures, Spontaneous"	3615	"DISTINCT PERSON"
"CONDITION"	"D006201"	"Hair Diseases"	3181	"DISTINCT PERSON"
"CONDITION"	"D003876"	"Dermatitis, Atopic"	11379	"DISTINCT PERSON"
"CONDITION"	"D007024"	"Hypotension, Orthostatic"	29992	"DISTINCT PERSON"
"CONDITION"	"D011539"	"Pruritus Vulvae"	12411	"DISTINCT PERSON"
"CONDITION"	"C536772"	"Syphilis, primary"	105	"DISTINCT PERSON"
"CONDITION"	"D041441"	"Retinoschisis"	5204	"DISTINCT PERSON"
"CONDITION"	"D017109"	"Akathisia, Drug-Induced"	508	"DISTINCT PERSON"
"CONDITION"	"D011274"	"Pregnancy, Tubal"	3589	"DISTINCT PERSON"
"CONDITION"	"D003320"	"Corneal Ulcer"	8887	"DISTINCT PERSON"
"CONDITION"	"D015576"	"Hyperostosis"	6429	"DISTINCT PERSON"
"CONDITION"	"D016736"	"Antiphospholipid Syndrome"	6595	"DISTINCT PERSON"
"CONDITION"	"D007177"	"Inappropriate ADH Syndrome"	2318	"DISTINCT PERSON"
"CONDITION"	"D015518"	"Rett Syndrome"	385	"DISTINCT PERSON"
"CONDITION"	"D051516"	"Hemospermia"	6913	"DISTINCT PERSON"
"CONDITION"	"D004948"	"Esotropia"	12292	"DISTINCT PERSON"
"CONDITION"	"D001321"	"Autistic Disorder"	60785	"DISTINCT PERSON"
"CONDITION"	"D007951"	"Leukemia, Myeloid"	1992	"DISTINCT PERSON"
"CONDITION"	"D011536"	"Prurigo"	202340	"DISTINCT PERSON"
"CONDITION"	"D018549"	"Cryptogenic Organizing Pneumonia"	409	"DISTINCT PERSON"
"CONDITION"	"D013262"	"Stevens-Johnson Syndrome"	760	"DISTINCT PERSON"
"CONDITION"	"D003410"	"Cri-du-Chat Syndrome"	143	"DISTINCT PERSON"
"CONDITION"	"D017213"	"Root Caries"	567	"DISTINCT PERSON"
"CONDITION"	"D013001"	"Somatoform Disorders"	26953	"DISTINCT PERSON"
"CONDITION"	"D001745"	"Urinary Bladder Diseases"	30657	"DISTINCT PERSON"
"CONDITION"	"D003668"	"Pressure Ulcer"	3675	"DISTINCT PERSON"
"CONDITION"	"D010149"	"Pain, Postoperative"	204659	"DISTINCT PERSON"
"CONDITION"	"D006975"	"Hypertension, Portal"	9035	"DISTINCT PERSON"
"CONDITION"	"D017085"	"alpha-Thalassemia"	1445	"DISTINCT PERSON"
"CONDITION"	"D006332"	"Cardiomegaly"	117590	"DISTINCT PERSON"
"CONDITION"	"D003121"	"Colorado Tick Fever"	187	"DISTINCT PERSON"
"CONDITION"	"D017511"	"Pyoderma Gangrenosum"	833	"DISTINCT PERSON"
"CONDITION"	"D010033"	"Otitis Media"	623034	"DISTINCT PERSON"
"CONDITION"	"D013991"	"Tietze's Syndrome"	64669	"DISTINCT PERSON"
"CONDITION"	"D000686"	"Amyloidosis"	1755	"DISTINCT PERSON"
"CONDITION"	"D006831"	"Polyhydramnios"	9082	"DISTINCT PERSON"
"CONDITION"	"D012120"	"Respiration Disorders"	59367	"DISTINCT PERSON"
"CONDITION"	"D015878"	"Mydriasis"	1629	"DISTINCT PERSON"
"CONDITION"	"D008310"	"Malocclusion"	1497	"DISTINCT PERSON"
"CONDITION"	"D007415"	"Intestinal Obstruction"	27032	"DISTINCT PERSON"
"CONDITION"	"D004433"	"Earache"	297655	"DISTINCT PERSON"
"CONDITION"	"D003387"	"Cracked Tooth Syndrome"	3105	"DISTINCT PERSON"
"CONDITION"	"D005738"	"Gas Gangrene"	450	"DISTINCT PERSON"
"CONDITION"	"D004314"	"Down Syndrome"	8560	"DISTINCT PERSON"
"CONDITION"	"D010392"	"Pemphigus"	562	"DISTINCT PERSON"
"CONDITION"	"D054446"	"Lymphoma, Primary Cutaneous Anaplastic Large Cell"	387	"DISTINCT PERSON"
"CONDITION"	"D009293"	"Opioid-Related Disorders"	968	"DISTINCT PERSON"
"CONDITION"	"D014123"	"Toxoplasmosis"	533	"DISTINCT PERSON"
"CONDITION"	"D020246"	"Venous Thrombosis"	4435	"DISTINCT PERSON"
"CONDITION"	"D001168"	"Arthritis"	18410	"DISTINCT PERSON"
"CONDITION"	"D009440"	"Neurasthenia"	143349	"DISTINCT PERSON"
"CONDITION"	"D019838"	"Neck Injuries"	52303	"DISTINCT PERSON"
"CONDITION"	"D017086"	"beta-Thalassemia"	1768	"DISTINCT PERSON"
"CONDITION"	"D021921"	"Aortic Stenosis, Supravalvular"	1833	"DISTINCT PERSON"
"CONDITION"	"D003316"	"Corneal Diseases"	3945	"DISTINCT PERSON"
"CONDITION"	"D020343"	"Hypertensive Encephalopathy"	1129	"DISTINCT PERSON"
"CONDITION"	"D002769"	"Cholelithiasis"	470	"DISTINCT PERSON"
"CONDITION"	"D013163"	"Splenomegaly"	28161	"DISTINCT PERSON"
"CONDITION"	"D054061"	"Ischemic Contracture"	1408	"DISTINCT PERSON"
"CONDITION"	"D006941"	"Hyperesthesia"	5529	"DISTINCT PERSON"
"CONDITION"	"D062685"	"Steatocystoma Multiplex"	725	"DISTINCT PERSON"
"CONDITION"	"D000069290"	"Incisional Hernia"	18323	"DISTINCT PERSON"
"CONDITION"	"D008480"	"Mediastinitis"	2107	"DISTINCT PERSON"
"CONDITION"	"D007759"	"Labyrinth Diseases"	6823	"DISTINCT PERSON"
"CONDITION"	"D003882"	"Dermatomyositis"	2833	"DISTINCT PERSON"
"CONDITION"	"D011538"	"Pruritus Ani"	18380	"DISTINCT PERSON"
"CONDITION"	"C562694"	"Epilepsy, Idiopathic Generalized"	19432	"DISTINCT PERSON"
"CONDITION"	"D006327"	"Heart Block"	1347	"DISTINCT PERSON"
"CONDITION"	"D008205"	"Lymphangitis"	2493	"DISTINCT PERSON"
"CONDITION"	"D011183"	"Postoperative Complications"	244	"DISTINCT PERSON"
"CONDITION"	"D051359"	"Lymphohistiocytosis, Hemophagocytic"	254	"DISTINCT PERSON"
"CONDITION"	"D006971"	"Hypersplenism"	615	"DISTINCT PERSON"
"CONDITION"	"D045822"	"Intestinal Volvulus"	3542	"DISTINCT PERSON"
"CONDITION"	"D014096"	"Tooth, Supernumerary"	675	"DISTINCT PERSON"
"CONDITION"	"D061686"	"Premature Ejaculation"	4430	"DISTINCT PERSON"
"CONDITION"	"D007738"	"Kyphosis"	4981	"DISTINCT PERSON"
"CONDITION"	"D029424"	"Pulmonary Disease, Chronic Obstructive"	164327	"DISTINCT PERSON"
"CONDITION"	"D000757"	"Anencephaly"	108	"DISTINCT PERSON"
"CONDITION"	"D009901"	"Optic Nerve Diseases"	5688	"DISTINCT PERSON"
"CONDITION"	"D010272"	"Parasitic Diseases"	1514	"DISTINCT PERSON"
"CONDITION"	"D019557"	"Dermatitis, Perioral"	36709	"DISTINCT PERSON"
"CONDITION"	"D006996"	"Hypocalcemia"	24936	"DISTINCT PERSON"
"CONDITION"	"C562384"	"Branchial Cleft Anomalies"	1626	"DISTINCT PERSON"
"CONDITION"	"D005588"	"Fox-Fordyce Disease"	174	"DISTINCT PERSON"
"CONDITION"	"D000275"	"Adjustment Disorders"	336094	"DISTINCT PERSON"
"CONDITION"	"D014424"	"Turner Syndrome"	2245	"DISTINCT PERSON"
"CONDITION"	"D012770"	"Shock, Cardiogenic"	3273	"DISTINCT PERSON"
"CONDITION"	"C562856"	"Cerebral Palsy, Ataxic, Autosomal Recessive"	291	"DISTINCT PERSON"
"CONDITION"	"C537375"	"Multifocal fibrosclerosis"	247	"DISTINCT PERSON"
"CONDITION"	"D009083"	"Mucopolysaccharidoses"	195	"DISTINCT PERSON"
"CONDITION"	"D017889"	"Exfoliation Syndrome"	833	"DISTINCT PERSON"
"CONDITION"	"D052577"	"Infant, Extremely Low Birth Weight"	1967	"DISTINCT PERSON"
"CONDITION"	"D003398"	"Craniosynostoses"	2915	"DISTINCT PERSON"
"CONDITION"	"D004443"	"Echinococcosis"	107	"DISTINCT PERSON"
"CONDITION"	"D025981"	"Hip Injuries"	12412	"DISTINCT PERSON"
"CONDITION"	"D059525"	"Supraglottitis"	187	"DISTINCT PERSON"
"CONDITION"	"D011559"	"Pseudotumor Cerebri"	10745	"DISTINCT PERSON"
"CONDITION"	"D010859"	"Pigmentation Disorders"	96559	"DISTINCT PERSON"
"CONDITION"	"D014077"	"Tooth Erosion"	368	"DISTINCT PERSON"
"CONDITION"	"D004062"	"DiGeorge Syndrome"	724	"DISTINCT PERSON"
"CONDITION"	"D002825"	"Chorioretinitis"	2360	"DISTINCT PERSON"
"CONDITION"	"D031222"	"Patellar Dislocation"	9451	"DISTINCT PERSON"
"CONDITION"	"D003236"	"Conjunctivitis, Viral"	32600	"DISTINCT PERSON"
"CONDITION"	"D018357"	"Respiratory Syncytial Virus Infections"	9211	"DISTINCT PERSON"
"CONDITION"	"D014402"	"Tuberous Sclerosis"	930	"DISTINCT PERSON"
"CONDITION"	"D008594"	"Menopause, Premature"	9021	"DISTINCT PERSON"
"CONDITION"	"D016393"	"Lymphoma, B-Cell"	4262	"DISTINCT PERSON"
"CONDITION"	"D016470"	"Bacteremia"	13366	"DISTINCT PERSON"
"CONDITION"	"D001523"	"Mental Disorders"	10950	"DISTINCT PERSON"
"CONDITION"	"D016873"	"Ehrlichiosis"	941	"DISTINCT PERSON"
"CONDITION"	"D011081"	"Polychondritis, Relapsing"	489	"DISTINCT PERSON"
"CONDITION"	"D059411"	"Lower Urinary Tract Symptoms"	149517	"DISTINCT PERSON"
"CONDITION"	"D005633"	"Fructose Intolerance"	141	"DISTINCT PERSON"
"CONDITION"	"D001941"	"Breast Diseases"	126501	"DISTINCT PERSON"
"CONDITION"	"D059373"	"Mastodynia"	124954	"DISTINCT PERSON"
"CONDITION"	"D012595"	"Scleroderma, Systemic"	4775	"DISTINCT PERSON"
"CONDITION"	"D000069316"	"Acne Conglobata"	2812	"DISTINCT PERSON"
"CONDITION"	"D055622"	"Orbital Myositis"	244	"DISTINCT PERSON"
"CONDITION"	"D001847"	"Bone Diseases"	313854	"DISTINCT PERSON"
"CONDITION"	"D013967"	"Thyroiditis, Autoimmune"	105945	"DISTINCT PERSON"
"CONDITION"	"D007416"	"Intestinal Perforation"	4233	"DISTINCT PERSON"
"CONDITION"	"D007634"	"Keratitis"	7661	"DISTINCT PERSON"
"CONDITION"	"D006677"	"Histrionic Personality Disorder"	291	"DISTINCT PERSON"
"CONDITION"	"D020210"	"Central Cord Syndrome"	368	"DISTINCT PERSON"
"CONDITION"	"D010538"	"Peritonitis"	4882	"DISTINCT PERSON"
"CONDITION"	"D016510"	"Corneal Neovascularization"	3657	"DISTINCT PERSON"
"CONDITION"	"C536345"	"Vertical talus, congenital"	800	"DISTINCT PERSON"
"CONDITION"	"D054988"	"Idiopathic Interstitial Pneumonias"	709	"DISTINCT PERSON"
"CONDITION"	"D003741"	"Dental Deposits"	486	"DISTINCT PERSON"
"CONDITION"	"D002647"	"Chilblains"	789	"DISTINCT PERSON"
"CONDITION"	"D002062"	"Bursitis"	4170	"DISTINCT PERSON"
"CONDITION"	"D015715"	"Corneal Edema"	4448	"DISTINCT PERSON"
"CONDITION"	"D058745"	"Iliotibial Band Syndrome"	27905	"DISTINCT PERSON"
"CONDITION"	"D007589"	"Job Syndrome"	378	"DISTINCT PERSON"
"CONDITION"	"D020435"	"Glossopharyngeal Nerve Diseases"	422	"DISTINCT PERSON"
